language,BCP-47 code,ISO 639-3 code
Thayore,NaN,thd
Chitwania Tharu,NaN,the
Thangmi,NaN,thf
Northern Tarahumara,NaN,thh
Tai Long,NaN,thi
Kitharaka,NaN,thk
"Tharu, Dangaura",NaN,thl
Aheu,NaN,thm
Thachanadan,NaN,thn
Thompson,NaN,thp
Kochila Tharu,NaN,thq
Rana Tharu,NaN,thr
Thakali,NaN,ths
Tahltan,NaN,tht
Thuri,NaN,thu
Tahaggart Tamahaq,NaN,thv
Tha,NaN,thy
Tayart Tamajeq,NaN,thz
Tidikelt Tamazight,NaN,tia
Tira,NaN,tic
Tifal,NaN,tif
Tigre,NaN,tig
"Murut, Timugon",NaN,tih
Tiene,NaN,tii
Tilung,NaN,tij
Tikar,NaN,tik
Tillamook,NaN,til
Timbe,NaN,tim
Tindi,NaN,tin
Teop,NaN,tio
Trimuris,NaN,tip
Tiéfo,NaN,tiq
Tigrigna,NaN,tir
Masadiit Itneg,NaN,tis
Tinigua,NaN,tit
Adasen,NaN,tiu
Tiv,NaN,tiv
Tiwi,NaN,tiw
Southern Tiwa,NaN,tix
Tiruray,NaN,tiy
Tai Hongjin,NaN,tiz
Tajuasohn,NaN,tja
Tunjung,NaN,tjg
Northern Tujia,NaN,tji
Tjungundji,NaN,tjj
Tai Laing,NaN,tjl
Timucua,NaN,tjm
Tonjon,NaN,tjn
Temacine Tamazight,NaN,tjo
Tjupany,NaN,tjp
Southern Tujia,NaN,tjs
Tjurruru,NaN,tju
Buksa,NaN,tkb
Tukudede,NaN,tkd
Takwane,NaN,tke
Tesaka Malagasy,NaN,tkg
Tokelau,NaN,tkl
Takelma,NaN,tkm
Toku-No-Shima,NaN,tkn
Tikopia,NaN,tkp
Tee,NaN,tkq
Tsakhur,NaN,tkr
Takestani,NaN,tks
Kathoriya Tharu,NaN,tkt
Upper Necaxa Totonac,NaN,tku
Mur Pano,NaN,tkv
Teanu,NaN,tkw
Tangko,NaN,tkx
Takua,NaN,tkz
Southwestern Tepehuan,NaN,tla
Tobelo,NaN,tlb
Yecuatla Totonac,NaN,tlc
Talaud,NaN,tld
Telefol,NaN,tlf
Tofanma,NaN,tlg
Tlingit,NaN,tli
Talinga-Bwisi,NaN,tlj
Taloki,NaN,tlk
Tetela,NaN,tll
Tolomako,NaN,tlm
Talondo',NaN,tln
Talodi,NaN,tlo
Filomena Mata-Coahuitlán Totonac,NaN,tlp
Tai Loi,NaN,tlq
Talise,NaN,tlr
Tambotalo,NaN,tls
Teluti,NaN,tlt
Tulehu,NaN,tlu
Taliabu,NaN,tlv
Khehek,NaN,tlx
Talysh,NaN,tly
Tama (Chad),NaN,tma
Katbol,NaN,tmb
Tumak,NaN,tmc
Haruai,NaN,tmd
Toba-Maskoy,NaN,tmf
Ternateño,NaN,tmg
Tutuba,NaN,tmi
Samarokena,NaN,tmj
Tamnim Citak,NaN,tml
Tai Thanh,NaN,tmm
Taman (Indonesia),NaN,tmn
Temoq,NaN,tmo
Tumleo,NaN,tmq
Jewish Babylonian Aramaic (ca. 200-1200 CE),NaN,tmr
Tima,NaN,tms
Tasmate,NaN,tmt
Iau,NaN,tmu
Tembo (Motembo),NaN,tmv
Temuan,NaN,tmw
Tami,NaN,tmy
Tamanaku,NaN,tmz
Tacana,NaN,tna
Western Tunebo,NaN,tnb
Tanimuca-Retuarã,NaN,tnc
Angosturas Tunebo,NaN,tnd
Tobanga,NaN,tng
Maiani,NaN,tnh
Tandia,NaN,tni
Kwamera,NaN,tnk
Lenakel,NaN,tnl
Tabla,NaN,tnm
"Tanna, North",NaN,tnn
Toromono,NaN,tno
Whitesands,NaN,tnp
Taino,NaN,tnq
Ménik,NaN,tnr
Tenis,NaN,tns
Tontemboan,NaN,tnt
Tay Khang,NaN,tnu
Tangchangya,NaN,tnv
Tonsawang,NaN,tnw
Tanema,NaN,tnx
Tongwe,NaN,tny
Ten'edn,NaN,tnz
Toba,NaN,tob
"Totonac, Coyutla",NaN,toc
Toma,NaN,tod
Gizrra,NaN,tof
Tonga (Nyasa),NaN,tog
Tonga,NaN,toh
Tonga (Zambia),NaN,toi
Tojolabal,NaN,toj
Tolowa,NaN,tol
Tombulu,NaN,tom
Tonga (Tonga Islands),NaN,ton
Xicotepec De Juárez Totonac,NaN,too
Papantla Totonac,NaN,top
Toposa,NaN,toq
Togbo-Vara Banda,NaN,tor
"Totonac, Highland",NaN,tos
Tho,NaN,tou
Upper Taromi,NaN,tov
Jemez,NaN,tow
Tobian,NaN,tox
Topoiyo,NaN,toy
To,NaN,toz
Taupota,NaN,tpa
Azoyú Tlapanec,NaN,tpc
Tippera,NaN,tpe
Tarpia,NaN,tpf
Kula,NaN,tpg
Tok Pisin,tpi_Latn,tpi
Tapieté,NaN,tpj
Tupinikin,NaN,tpk
Tlacoapa Tlapanec,NaN,tpl
Tampulma,NaN,tpm
Tupinambá,NaN,tpn
Tai Pao,NaN,tpo
"Tepehua, Pisaflores",NaN,tpp
Tukpa,NaN,tpq
Tuparí,NaN,tpr
"Tepehua, Tlachichilco",NaN,tpt
Tampuan,NaN,tpu
Tanapag,NaN,tpv
Tupí,NaN,tpw
Acatepec Tlapanec,NaN,tpx
Trumai,NaN,tpy
Tinputz,NaN,tpz
Tembé,NaN,tqb
Lehali,NaN,tql
Turumsa,NaN,tqm
Tenino,NaN,tqn
Toaripi,NaN,tqo
Tomoip,NaN,tqp
Tunni,NaN,tqq
Torona,NaN,tqr
Western Totonac,NaN,tqt
Touo,NaN,tqu
Tonkawa,NaN,tqw
Tirahi,NaN,tra
Terebu,NaN,trb
"Triqui, Copala",NaN,trc
Turi,NaN,trd
East Tarangan,NaN,tre
Trinidadian Creole English,NaN,trf
Lishán Didán,NaN,trg
Turaka,NaN,trh
Trió,NaN,tri
Toram,NaN,trj
Tregami,NaN,trm
Trinitario,NaN,trn
Tarao Naga,NaN,tro
Kok Borok,NaN,trp
San Martín Itunyoso Triqui,NaN,trq
Taushiro,NaN,trr
"Triqui, Chicahuaxtla",NaN,trs
Tunggare,NaN,trt
Turoyo,NaN,tru
Taroko,NaN,trv
Torwali,NaN,trw
Tringgus-Sembaan Bidayuh,NaN,trx
Turung,NaN,try
Torá,NaN,trz
Tsaangi,NaN,tsa
Tsamai,NaN,tsb
Tswa,NaN,tsc
Tsakonian,NaN,tsd
Tausug,NaN,tsg
Tsuvan,NaN,tsh
Tsimshian,NaN,tsi
Tshangla,NaN,tsj
Tseku,NaN,tsk
Ts'ün-Lao,NaN,tsl
Setswana,NaN,tsn
Tsonga,tso_Latn,tso
Northern Toussian,NaN,tsp
Akei,NaN,tsr
Tondi Songway Kiini,NaN,tst
Tsou,NaN,tsu
Tsogo,NaN,tsv
Tsishingini,NaN,tsw
Mubami,NaN,tsx
Purepecha,NaN,tsz
Tutelo,NaN,tta
Gaa,NaN,ttb
Tektiteko,NaN,ttc
Tauade,NaN,ttd
Bwanabwana,NaN,tte
Tuotomb,NaN,ttf
Tutong,NaN,ttg
Upper Ta'oih,NaN,tth
Tobati,NaN,tti
Tooro,NaN,ttj
Totoro,NaN,ttk
Totela,NaN,ttl
Northern Tutchone,NaN,ttm
Towei,NaN,ttn
Lower Ta'oih,NaN,tto
Tombelala,NaN,ttp
Tawallammat Tamajaq,NaN,ttq
"Tamajaq, Tawallammat",NaN,ttq-script_tifinagh
Tera,NaN,ttr
Northeastern Thai,NaN,tts
Muslim Tat,NaN,ttt
Torau,NaN,ttu
Titan,NaN,ttv
Long Wat,NaN,ttw
Sikaritai,NaN,tty
Tsum,NaN,ttz
Wiarumus,NaN,tua
Tübatulabal,NaN,tub
Mutu,NaN,tuc
Tuxá,NaN,tud
Tuyuca,NaN,tue
"Tunebo, Central",NaN,tuf
Tunia,NaN,tug
Taulil,NaN,tuh
Tupuri,NaN,tui
Tugutil,NaN,tuj
Turkmen,tuk_Latn,tuk
Tula,NaN,tul
Tunica,NaN,tun
Tucano,NaN,tuo
Tedaga,NaN,tuq
Turkish,tur_Latn,tur
Tuscarora,NaN,tus
Tututni,NaN,tuu
Turkana,NaN,tuv
Tuxináwa,NaN,tux
Tugen,NaN,tuy
Turka,NaN,tuz
Vaghua,NaN,tva
Tsuvadi,NaN,tvd
Te'un,NaN,tve
Southeast Ambrym,NaN,tvk
Tuvalu,NaN,tvl
Tela-Masbuar,NaN,tvm
Tavoyan,NaN,tvn
Tidore,NaN,tvo
Taveta,NaN,tvs
Tutsa Naga,NaN,tvt
Tunen,NaN,tvu
Sedoa,NaN,tvw
Timor Pidgin,NaN,tvy
Twana,NaN,twa
Tawbuid,NaN,twb
Teshenawa,NaN,twc
Twents,NaN,twd
Teiwa,NaN,twe
Northern Tiwa,NaN,twf
Tereweng,NaN,twg
Tai Dón,NaN,twh
Tawara,NaN,twl
Twendi,NaN,twn
Tswapong,NaN,two
Ere,NaN,twp
Tasawaq,NaN,twq
Southwestern Tarahumara,NaN,twr
Turiwára,NaN,twt
Termanu,NaN,twu
Tuwari,NaN,tww
Tewe,NaN,twx
Tawoyan,NaN,twy
Tombonuo,NaN,txa
Tokharian B,NaN,txb
Tsetsaut,NaN,txc
Totoli,NaN,txe
Tangut,NaN,txg
Thracian,NaN,txh
Ikpeng,NaN,txi
Tarjumo,NaN,txj
Tomini,NaN,txm
West Tarangan,NaN,txn
Toto,NaN,txo
Tii,NaN,txq
Tonsea,NaN,txs
Citak,NaN,txt
Kayapó,NaN,txu
Tatana,NaN,txx
Tanosy Malagasy,NaN,txy
Tauya,NaN,tya
Kyanga,NaN,tye
O'du,NaN,tyh
Teke-Tsaayi,NaN,tyi
Tai Yo,NaN,tyj
Kombai,NaN,tyn
Thaypan,NaN,typ
Tai Daeng,NaN,tyr
Tày Sa Pa,NaN,tys
Tày Tac,NaN,tyt
Kua,NaN,tyu
Tuvinian,NaN,tyv
Teke-Tyee,NaN,tyx
Tày,NaN,tyz
Tzeltal,NaN,tzh
Tz'utujil,NaN,tzj
Tz’utujil,NaN,tzj-dialect_eastern
Tugun,NaN,tzn
Tzotzil,NaN,tzo
Tabriak,NaN,tzx
Kuan,NaN,uan
Tairuma,NaN,uar
Ubang,NaN,uba
Ubi,NaN,ubi
"Bikol, Buhi’non",NaN,ubl
Ubir,NaN,ubr
Umbu-Ungu,NaN,ubu
Ubykh,NaN,uby
Uda,NaN,uda
Udihe,NaN,ude
Muduga,NaN,udg
Udi,NaN,udi
Ujir,NaN,udj
Wuzlam,NaN,udl
Udmurt,NaN,udm
Uduk,NaN,udu
Kioko,NaN,ues
Ufim,NaN,ufi
Ugaritic,NaN,uga
Kuku-Ugbanh,NaN,ugb
Ughele,NaN,uge
Ugong,NaN,ugo
Uhami,NaN,uha
Damal,NaN,uhn
Uyghur,uig_Arab,uig
Uisai,NaN,uis
Iyive,NaN,uiv
Tanjijili,NaN,uji
Kaburi,NaN,uka
Ukuriguma,NaN,ukg
Ukhwejo,NaN,ukh
Ukpe-Bayobiri,NaN,ukp
Ukwa,NaN,ukq
Ukrainian,ukr_Cyrl,ukr
Ukue,NaN,uku
Kuku,NaN,ukv
Ukwuani-Aboh-Ndoni,NaN,ukw
Kuuk-Yak,NaN,uky
Fungwa,NaN,ula
Ulukwumi,NaN,ulb
Ulch,NaN,ulc
Lule,NaN,ule
Usku,NaN,ulf
Ulithian,NaN,uli
Meriam Mir,NaN,ulk
Ullatan,NaN,ull
Ulumanda',NaN,ulm
Unserdeutsch,NaN,uln
Uma' Lung,NaN,ulu
Ulwa,NaN,ulw
Umatilla,NaN,uma
Umbundu,umb_Latn,umb
Umbindhamu,NaN,umd
Umbuygamu,NaN,umg
Ukit,NaN,umi
Umon,NaN,umm
Makyan Naga,NaN,umn
Umotína,NaN,umo
Umpila,NaN,ump
Umbugarla,NaN,umr
Pendau,NaN,ums
Munsee,NaN,umu
North Watut,NaN,una
Uneme,NaN,une
Ngarinyin,NaN,ung
Uni,NaN,uni
Enawené-Nawé,NaN,unk
Unami,NaN,unm
Kurnai,NaN,unn
Mundari,NaN,unr
Unubahe,NaN,unu
Unde Kaili,NaN,unz
Umeda,NaN,upi
Uripiv-Wala-Rano-Atchin,NaN,upv
Urarina,NaN,ura
Kaapor,NaN,urb
Urningangg,NaN,urc
Urdu,urd_Arab,urd
Uru,NaN,ure
Urigina,NaN,urg
Urhobo,NaN,urh
Urim,NaN,uri
Urak Lawoi’,NaN,urk
Urali,NaN,url
Urapmin,NaN,urm
Uruangnirin,NaN,urn
Ura (Papua New Guinea),NaN,uro
Löyöp,NaN,urr
Urat,NaN,urt
Urumi,NaN,uru
Uruava,NaN,urv
Sop,NaN,urw
Urimo,NaN,urx
Orya,NaN,ury
Uru-Eu-Wau-Wau,NaN,urz
Usarufa,NaN,usa
Ushojo,NaN,ush
Usui,NaN,usi
Usaghade,NaN,usk
Uspanteko,NaN,usp
Uya,NaN,usu
Otank,NaN,uta
Ute-Southern Paiute,NaN,ute
Amba (Solomon Islands),NaN,utp
Etulo,NaN,utr
Utu,NaN,utu
Urum,NaN,uum
Ura (Vanuatu),NaN,uur
U,NaN,uuu
West Uvean,NaN,uve
Uri,NaN,uvh
Lote,NaN,uvl
Kuku-Uwanh,NaN,uwa
Doko-Uyanga,NaN,uya
Uzbek,NaN,uzb-script_latin
Northern Uzbek,uzn_Latn,uzn
Southern Uzbek,NaN,uzs
Vaagri Booli,NaN,vaa
Vale,NaN,vae
Vafsi,NaN,vaf
Vagla,NaN,vag
Varhadi-Nagpuri,NaN,vah
Vai,NaN,vai
Vasekele,NaN,vaj
Vehes,NaN,val
Vanimo,NaN,vam
Valman,NaN,van
Vao,NaN,vao
Vaiphei,NaN,vap
Huarijio,NaN,var
Vasavi,NaN,vas
Vanuma,NaN,vau
Varli,NaN,vav
Wayu,NaN,vay
Southeast Babar,NaN,vbb
Veddah,NaN,ved
Veluws,NaN,vel
Vemgo-Mabas,NaN,vem
Venda,NaN,ven
Ventureño,NaN,veo
Veps,NaN,vep
Mom Jango,NaN,ver
Vaghri,NaN,vgr
Vlaamse Gebarentaal,NaN,vgt
Central Vietnamese,NaN,vi-ctr
Southern Vietnamese,NaN,vi-so
Virgin Islands Creole English,NaN,vic
Vidunda,NaN,vid
Vietnamese,vie_Latn,vie
Vili,NaN,vif
Viemo,NaN,vig
Vilela,NaN,vil
Vinza,NaN,vin
Vishavan,NaN,vis
Viti,NaN,vit
Iduna,NaN,viv
Kariyarra,NaN,vka
Kujarge,NaN,vkj
Kaur,NaN,vkk
Kulisusu,NaN,vkl
Kamakan,NaN,vkm
Kodeoha,NaN,vko
Korlai Creole Portuguese,NaN,vkp
Tenggarong Kutai Malay,NaN,vkt
Kurrama,NaN,vku
Valpei,NaN,vlp
Vlaams,NaN,vls
Martuyhunira,NaN,vma
Barbaram,NaN,vmb
Juxtlahuaca Mixtec,NaN,vmc
Mudu Koraga,NaN,vmd
East Masela,NaN,vme
Mainfränkisch,NaN,vmf
Lungalunga,NaN,vmg
Maraghei,NaN,vmh
Miwa,NaN,vmi
Ixtayutla Mixtec,NaN,vmj
Makhuwa-Shirima,NaN,vmk
Malgana,NaN,vml
Mitlatongo Mixtec,NaN,vmm
Soyaltepec Mazatec,NaN,vmp
Soyaltepec Mixtec,NaN,vmq
Marenje,NaN,vmr
Muluridyi,NaN,vmu
Valley Maidu,NaN,vmv
Makhuwa,NaN,vmw
Tamazola Mixtec,NaN,vmx
"Mazatec, Ayautla",NaN,vmy
Mazatlán Mazatec,NaN,vmz
Vano,NaN,vnk
Vinmavis,NaN,vnm
Vunapu,NaN,vnp
Voro,NaN,vor
Vod,NaN,vot
Vera'a,NaN,vra
Võro,NaN,vro
Varisi,NaN,vrs
Burmbar,NaN,vrt
Vitou,NaN,vto
Vumbu,NaN,vum
Vunjo,NaN,vun
Vute,NaN,vut
Awa (China),NaN,vwa
Walla Walla,NaN,waa
Wab,NaN,wab
Wasco-Wishram,NaN,wac
Wondama,NaN,wad
Walser,NaN,wae
Wa'ema,NaN,wag
Watubela,NaN,wah
Waffa,NaN,waj
Wolaytta,NaN,wal
Wampanoag,NaN,wam
Wan,NaN,wan
Wappo,NaN,wao
Wapishana,NaN,wap
Wagiman,NaN,waq
Waray-Waray,NaN,war
Washo,NaN,was
Kaninuwa,NaN,wat
Waurá,NaN,wau
Waka,NaN,wav
Waiwai,NaN,waw
Watam,NaN,wax
Wayana,NaN,way
Wampur,NaN,waz
Warao,NaN,wba
Wabo,NaN,wbb
Waritai,NaN,wbe
Wara,NaN,wbf
Wanda,NaN,wbh
Vwanji,NaN,wbi
Alagwa,NaN,wbj
Waigali,NaN,wbk
Wakhi,NaN,wbl
Wa,NaN,wbm
Warlpiri,NaN,wbp
Waddar,NaN,wbq
Wagdi,NaN,wbr
Warnman,NaN,wbt
Wajarri,NaN,wbv
Woi,NaN,wbw
Yanomámi,NaN,wca
Waci Gbe,NaN,wci
Wandji,NaN,wdd
Wadaginam,NaN,wdg
Wadjiginy,NaN,wdj
Wadjigu,NaN,wdu
Wewaw,NaN,wea
Wè Western,NaN,wec
Wedau,NaN,wed
Weh,NaN,weh
Kiunum,NaN,wei
Weme Gbe,NaN,wem
Wemale,NaN,weo
Westphalien,NaN,wep
Weri,NaN,wer
Cameroon Pidgin,NaN,wes
Perai,NaN,wet
Wejewa,NaN,wew
Zorop,NaN,wfg
Wagaya,NaN,wga
Wagawaga,NaN,wgb
Wangkangurru,NaN,wgg
Wahgi,NaN,wgi
Waigeo,NaN,wgo
Wirangu,NaN,wgu
Warrgamay,NaN,wgy
Sou Upaa,NaN,wha
North Wahgi,NaN,whg
Wahau Kenyah,NaN,whk
Southern Toussian,NaN,wib
Wichita,NaN,wic
Wik-Epa,NaN,wie
Wik Ngathan,NaN,wig
Wik-Me'anha,NaN,wih
Minidien,NaN,wii
Wik-Iiyanh,NaN,wij
Wikalkan,NaN,wik
Wilawila,NaN,wil
Wik-Mungkan,NaN,wim
Ho-Chunk,NaN,win
Wiraféd,NaN,wir
Wiru,NaN,wiu
Vitu,NaN,wiv
Wiyot,NaN,wiy
Waja,NaN,wja
Warji,NaN,wji
Kw'adza,NaN,wka
Wakde,NaN,wkd
Kalanadi,NaN,wkl
Kunduvadi,NaN,wku
Wakawaka,NaN,wkw
Walio,NaN,wla
Mwali Comorian,NaN,wlc
Wolane,NaN,wle
Kunbarlang,NaN,wlg
Welaun,NaN,wlh
Waioli,NaN,wli
Wailaki,NaN,wlk
Wali (Sudan),NaN,wll
Walloon,NaN,wln
Wolio,NaN,wlo
Wailapa,NaN,wlr
Wallisian,NaN,wls
Wuliwuli,NaN,wlu
Wichí Lhamtés Vejoz,NaN,wlv
Walak,NaN,wlw
Wali,NaN,wlx
Waling,NaN,wly
Wambaya,NaN,wmb
Wamas,NaN,wmc
Mamaindé,NaN,wmd
Wambule,NaN,wme
Western Minyag,NaN,wmg
Waima'a,NaN,wmh
Wamin,NaN,wmi
Maiwa (Indonesia),NaN,wmm
Waamwang,NaN,wmn
Wom (Papua New Guinea),NaN,wmo
Wambon,NaN,wms
Walmajarri,NaN,wmt
Mwani,NaN,wmw
Womo,NaN,wmx
Wanambre,NaN,wnb
Wantoat,NaN,wnc
Wandarang,NaN,wnd
Waneci,NaN,wne
Wanggom,NaN,wng
Ndzwani Comorian,NaN,wni
Wanukaka,NaN,wnk
Wanggamala,NaN,wnm
Wano,NaN,wno
Wanap,NaN,wnp
Usan,NaN,wnu
Wintu,NaN,wnw
Wanyi,NaN,wny
Tyaraity,NaN,woa
Wè Northern,NaN,wob
Wogeo,NaN,woc
Wolani,NaN,wod
Woleaian,NaN,woe
Gambian Wolof,NaN,wof
Wogamusin,NaN,wog
Kamang,NaN,woi
Longto,NaN,wok
Wolof,wol_Latn,wol
Wom (Nigeria),NaN,wom
Wongo,NaN,won
Manombai,NaN,woo
Woria,NaN,wor
Hanga Hundi,NaN,wos
Wawonii,NaN,wow
Maco,NaN,wpc
Warluwara,NaN,wrb
Warungu,NaN,wrg
Wiradjuri,NaN,wrh
Wariyangga,NaN,wri
Garrwa,NaN,wrk
Warlmanpa,NaN,wrl
Warumungu,NaN,wrm
Warnang,NaN,wrn
Worrorra,NaN,wro
Waropen,NaN,wrp
Wardaman,NaN,wrr
Waris,NaN,wrs
Waru,NaN,wru
Waruna,NaN,wrv
Gugu Warra,NaN,wrw
Wae Rana,NaN,wrx
Merwari,NaN,wry
Waray (Australia),NaN,wrz
Warembori,NaN,wsa
"Gondi, Adilabad",NaN,wsg
Wusi,NaN,wsi
Waskia,NaN,wsk
Owenia,NaN,wsr
Wasa,NaN,wss
Wotapuri-Katarqalai,NaN,wsv
Watiwa,NaN,wtf
Wathawurrung,NaN,wth
Berta,NaN,wti
Watakataui,NaN,wtk
Mewati,NaN,wtm
Wotu,NaN,wtw
Wikngenchera,NaN,wua
Wunambal,NaN,wub
Wudu,NaN,wud
Wutunhua,NaN,wuh
Silimo,NaN,wul
Wumbvu,NaN,wum
Bungu,NaN,wun
Wurrugu,NaN,wur
Wutung,NaN,wut
Wu Chinese,NaN,wuu
Wuvulu-Aua,NaN,wuv
Wulna,NaN,wux
Wauyai,NaN,wuy
Waama,NaN,wwa
Wetamut,NaN,wwo
Warrwa,NaN,wwr
Wawa,NaN,www
Waxianghua,NaN,wxa
Wardandi,NaN,wxw
Wyandot,NaN,wya
Wangaaybuwan-Ngiyambaa,NaN,wyb
Woiwurrung,NaN,wyi
Wymysorys,NaN,wym
Wayoró,NaN,wyr
Western Fijian,NaN,wyy
Andalusian Arabic,NaN,xaa
Sambe,NaN,xab
Kachari,NaN,xac
Adai,NaN,xad
Aghwan,NaN,xag
Máku,NaN,xak
Kalmyk-Oirat,NaN,xal
ǀXam,NaN,xam
Xamtanga,NaN,xan
Apalachee,NaN,xap
Karami,NaN,xar
Kamas,NaN,xas
Katawixi,NaN,xat
Kauwera,NaN,xau
Xavánte,NaN,xav
Kawaiisu,NaN,xaw
Kayan Mahakam,NaN,xay
Bactrian,NaN,xbc
Bigambal,NaN,xbe
Bunganditj,NaN,xbg
Kombio,NaN,xbi
Kenaboi,NaN,xbn
Bolgarian,NaN,xbo
Bibbulman,NaN,xbp
Kambera,NaN,xbr
Batyala,NaN,xby
Celtiberian,NaN,xce
Cisalpine Gaulish,NaN,xcg
Chimakum,NaN,xch
Classical Armenian,NaN,xcl
Comecrudo,NaN,xcm
Cotoname,NaN,xcn
Chorasmian,NaN,xco
Carian,NaN,xcr
Classical Tibetan,NaN,xct
Chuvantsy,NaN,xcv
Coahuilteco,NaN,xcw
Cayuse,NaN,xcy
Darkinyung,NaN,xda
Dacian,NaN,xdc
Dharuk,NaN,xdk
Kwandu,NaN,xdo
Malayic Dayak,NaN,xdy
Eblan,NaN,xeb
Hdi,NaN,xed
ǁXegwi,NaN,xeg
Kelo,NaN,xel
Kembayan,NaN,xem
Xerénte,NaN,xer
Kesawai,NaN,xes
Xetá,NaN,xet
Keoru-Ahia,NaN,xeu
Faliscan,NaN,xfa
Galatian,NaN,xga
Gbin,NaN,xgb
Gudang,NaN,xgd
Gabrielino-Fernandeño,NaN,xgf
Goreng,NaN,xgg
Guwinmal,NaN,xgm
Unggumi,NaN,xgu
Guwa,NaN,xgw
Hadrami,NaN,xhd
Khetrani,NaN,xhe
Xhosa,xho_Latn,xho
Hattic,NaN,xht
Hurrian,NaN,xhu
Iberian,NaN,xib
Xiri,NaN,xii
Xiriâna,NaN,xir
Xipaya,NaN,xiy
Minjungbal,NaN,xjb
Kalkoti,NaN,xka
Northern Nago,NaN,xkb
Kho'ini,NaN,xkc
Mendalam Kayan,NaN,xkd
Kereho,NaN,xke
Khengkha,NaN,xkf
Kagoro,NaN,xkg
Kajali,NaN,xkj
Kaco',NaN,xkk
Mainstream Kenyah,NaN,xkl
Kayan River Kayan,NaN,xkn
Kabatei,NaN,xkp
Koroni,NaN,xkq
Xakriabá,NaN,xkr
Kumbewaha,NaN,xks
Kantosi,NaN,xkt
Kaamba,NaN,xku
Kgalagadi,NaN,xkv
Kembra,NaN,xkw
Karore,NaN,xkx
Uma' Lasan,NaN,xky
Kurtokha,NaN,xkz
Kamula,NaN,xla
Lycian,NaN,xlc
Lydian,NaN,xld
Loup A,NaN,xlo
Lepontic,NaN,xlp
Lusitanian,NaN,xls
Cuneiform Luwian,NaN,xlu
Mushungulu,NaN,xma
Mbonga,NaN,xmb
Makhuwa-Marrevone,NaN,xmc
Mbudum,NaN,xmd
Mingrelian,NaN,xmf
Mengaka,NaN,xmg
Kugu-Muminh,NaN,xmh
Majera,NaN,xmj
"Malay, Manado",NaN,xmm
Kuku-Mu'inh,NaN,xmp
Meroitic,NaN,xmr
Matbat,NaN,xmt
Kamu,NaN,xmu
Tankarana Malagasy,NaN,xmv
Tsimihety Malagasy,NaN,xmw
Maden,NaN,xmx
Mayaguduna,NaN,xmy
Mori Bawah,NaN,xmz
Ancient North Arabian,NaN,xna
Kanakanabu,NaN,xnb
Middle Mongolian,NaN,xng
Ngarigu,NaN,xni
Chingoni,NaN,xnj
Ngumbarl,NaN,xnm
Northern Kankanay,NaN,xnn
Ngoni (Mozambique),NaN,xnq
Kangri,NaN,xnr
Kanashi,NaN,xns
Nyiyaparli,NaN,xny
Mattoki,NaN,xnz
O'chi'chi',NaN,xoc
Kokoda,NaN,xod
Soga,NaN,xog
Kominimung,NaN,xoi
Xokleng,NaN,xok
Komo (Sudan),NaN,xom
Konkomba,NaN,xon
Xukurú,NaN,xoo
Kopar,NaN,xop
Korubo,NaN,xor
Kowaki,NaN,xow
Pirriya,NaN,xpa
Pecheneg,NaN,xpc
Liberia Kpelle,NaN,xpe
Phrygian,NaN,xpg
Kulina Pano,NaN,xpk
Pumpokol,NaN,xpm
Pochutec,NaN,xpo
Mohegan-Pequot,NaN,xpq
Parthian,NaN,xpr
Pisidian,NaN,xps
Punthamara,NaN,xpt
Punic,NaN,xpu
Qatabanian,NaN,xqt
Krahô,NaN,xra
"Karaboro, Eastern",NaN,xrb
Gundungurra,NaN,xrd
Kreye,NaN,xre
Krikati-Timbira,NaN,xri
Arin,NaN,xrn
Marriammu,NaN,xru
Karawa,NaN,xrw
Sabaean,NaN,xsa
Sambal,NaN,xsb
Sidetic,NaN,xsd
Sempan,NaN,xse
Shamang,NaN,xsh
Sio,NaN,xsi
South Slavey,NaN,xsl
Kasem,NaN,xsm
Sanga (Nigeria),NaN,xsn
Silopi,NaN,xsp
Makhuwa-Saka,NaN,xsq
Sherpa,NaN,xsr
Sanumá,NaN,xsu
Saisiyat,NaN,xsy
"Mixtec, Alcozauca",NaN,xta
Chazumba Mixtec,NaN,xtb
Katcha-Kadugli-Miri,NaN,xtc
"Mixtec, Diuxi-Tilantongo",NaN,xtd
Ketengban,NaN,xte
Transalpine Gaulish,NaN,xtg
Yitha Yitha,NaN,xth
Sinicahua Mixtec,NaN,xti
San Juan Teita Mixtec,NaN,xtj
Tijaltepec Mixtec,NaN,xtl
"Mixtec, Magdalena Peñasco",NaN,xtm
"Mixtec, Northern Tlaxiaco",NaN,xtn
Tokharian A,NaN,xto
San Miguel Piedras Mixtec,NaN,xtp
Tumshuqese,NaN,xtq
Sindihui Mixtec,NaN,xts
Tacahua Mixtec,NaN,xtt
Cuyamecalco Mixtec,NaN,xtu
Thawa,NaN,xtv
Tawandê,NaN,xtw
Yoloxochitl Mixtec,NaN,xty
"Kurumba, Alu",NaN,xua
Betta Kurumba,NaN,xub
Umiida,NaN,xud
Kunigami,NaN,xug
Jennu Kurumba,NaN,xuj
Nunukul,NaN,xul
Umbrian,NaN,xum
Unggaranggu,NaN,xun
Kuo,NaN,xuo
Upper Umpqua,NaN,xup
Urartian,NaN,xur
Kuthant,NaN,xut
Kxoe,NaN,xuu
Venetic,NaN,xve
Kamviri,NaN,xvi
Kwaza,NaN,xwa
Woccon,NaN,xwc
